Source,Station,Latitude,Longitude,Date,Month,Year,Microcystis,MicroPA,Secchi,Temperature,Chlorophyll,Chlorophyll_lab
STN,323,38.04831,-122.28281,2022-06-07T00:00:00Z,6,2022,1,0,104,18.4,NA,NA
STN,323,38.04831,-122.28281,2022-06-20T00:00:00Z,6,2022,1,0,69,20.7,NA,NA
STN,323,38.04831,-122.28281,2022-07-06T00:00:00Z,7,2022,1,0,70,19.2,NA,NA
STN,323,38.04831,-122.28281,2022-07-19T00:00:00Z,7,2022,1,0,66,19.2,NA,NA
STN,323,38.04831,-122.28281,2022-08-03T00:00:00Z,8,2022,1,0,87,19.3,NA,NA
STN,323,38.04831,-122.28281,2022-08-18T00:00:00Z,8,2022,1,0,71,21.9,NA,NA
STN,340,38.10391,-122.26945,2022-06-07T00:00:00Z,6,2022,1,0,77,18.8,NA,NA
STN,340,38.10391,-122.26945,2022-06-21T00:00:00Z,6,2022,1,0,70,19.9,NA,NA
STN,340,38.10391,-122.26945,2022-07-06T00:00:00Z,7,2022,1,0,52,19.7,NA,NA
STN,340,38.10391,-122.26945,2022-07-19T00:00:00Z,7,2022,1,0,69,19.7,NA,NA
STN,340,38.10391,-122.26945,2022-08-03T00:00:00Z,8,2022,1,0,57,19.6,NA,NA
STN,340,38.10391,-122.26945,2022-08-18T00:00:00Z,8,2022,1,0,84,22.9,NA,NA
STN,405,38.03806,-122.1505,2022-06-07T00:00:00Z,6,2022,1,0,85,19,NA,NA
STN,405,38.03806,-122.1505,2022-06-20T00:00:00Z,6,2022,1,0,21,20.4,NA,NA
STN,405,38.03806,-122.1505,2022-07-06T00:00:00Z,7,2022,1,0,68,19.4,NA,NA
STN,405,38.03806,-122.1505,2022-07-19T00:00:00Z,7,2022,1,0,24,20.2,NA,NA
STN,405,38.03806,-122.1505,2022-08-03T00:00:00Z,8,2022,1,0,48,20,NA,NA
STN,405,38.03806,-122.1505,2022-08-18T00:00:00Z,8,2022,1,0,72,23.4,NA,NA
STN,411,38.05131,-122.08331,2022-06-07T00:00:00Z,6,2022,1,0,43,19.6,NA,NA
STN,411,38.05131,-122.08331,2022-06-21T00:00:00Z,6,2022,1,0,78,20.5,NA,NA
STN,411,38.05131,-122.08331,2022-07-06T00:00:00Z,7,2022,1,0,62,20.1,NA,NA
STN,411,38.05131,-122.08331,2022-07-19T00:00:00Z,7,2022,1,0,19,21.7,NA,NA
STN,411,38.05131,-122.08331,2022-08-03T00:00:00Z,8,2022,2,1,30,20.5,NA,NA
STN,411,38.05131,-122.08331,2022-08-18T00:00:00Z,8,2022,1,0,84,23.3,NA,NA
STN,418,38.06481,-122.09781,2022-06-06T00:00:00Z,6,2022,1,0,27,20.4,NA,NA
STN,418,38.06481,-122.09781,2022-06-20T00:00:00Z,6,2022,1,0,72,20.3,NA,NA
STN,418,38.06481,-122.09781,2022-07-05T00:00:00Z,7,2022,1,0,49,21.2,NA,NA
STN,418,38.06481,-122.09781,2022-07-18T00:00:00Z,7,2022,1,0,23,21.6,NA,NA
STN,418,38.06481,-122.09781,2022-08-02T00:00:00Z,8,2022,1,0,40,21.1,NA,NA
STN,418,38.06481,-122.09781,2022-08-19T00:00:00Z,8,2022,1,0,74,21.8,NA,NA
STN,501,38.07338,-122.02246,2022-06-07T00:00:00Z,6,2022,1,0,70,19.6,NA,NA
STN,501,38.07338,-122.02246,2022-06-22T00:00:00Z,6,2022,1,0,38,21.5,NA,NA
STN,501,38.07338,-122.02246,2022-07-06T00:00:00Z,7,2022,1,0,50,20.5,NA,NA
STN,501,38.07338,-122.02246,2022-07-19T00:00:00Z,7,2022,1,0,24,21.3,NA,NA
STN,501,38.07338,-122.02246,2022-08-03T00:00:00Z,8,2022,2,1,30,20.6,NA,NA
STN,501,38.07338,-122.02246,2022-08-19T00:00:00Z,8,2022,1,0,48,21.7,NA,NA
STN,504,38.06106,-122.01372,2022-06-07T00:00:00Z,6,2022,1,0,70,20.2,NA,NA
STN,504,38.06106,-122.01372,2022-06-22T00:00:00Z,6,2022,1,0,70,21.8,NA,NA
STN,504,38.06106,-122.01372,2022-07-06T00:00:00Z,7,2022,1,0,64,21,NA,NA
STN,504,38.06106,-122.01372,2022-07-19T00:00:00Z,7,2022,1,0,26,21.7,NA,NA
STN,504,38.06106,-122.01372,2022-08-02T00:00:00Z,8,2022,2,1,27,21,NA,NA
STN,504,38.06106,-122.01372,2022-08-19T00:00:00Z,8,2022,1,0,52,22.7,NA,NA
STN,508,38.04556,-121.923,2022-06-07T00:00:00Z,6,2022,1,0,67,20.4,NA,NA
STN,508,38.04556,-121.923,2022-06-22T00:00:00Z,6,2022,1,0,63,22.4,NA,NA
STN,508,38.04556,-121.923,2022-07-06T00:00:00Z,7,2022,1,0,96,21.4,NA,NA
STN,508,38.04556,-121.923,2022-07-20T00:00:00Z,7,2022,1,0,32,21.9,NA,NA
STN,508,38.04556,-121.923,2022-08-02T00:00:00Z,8,2022,2,1,50,20.7,NA,NA
STN,508,38.04556,-121.923,2022-08-19T00:00:00Z,8,2022,1,0,62,22.6,NA,NA
STN,513,38.05946,-121.864,2022-06-08T00:00:00Z,6,2022,1,0,62,20,NA,NA
STN,513,38.05946,-121.864,2022-06-21T00:00:00Z,6,2022,2,1,32,23.8,NA,NA
STN,513,38.05946,-121.864,2022-07-07T00:00:00Z,7,2022,2,1,102,20.7,NA,NA
STN,513,38.05946,-121.864,2022-07-20T00:00:00Z,7,2022,1,0,43,22.4,NA,NA
STN,513,38.05946,-121.864,2022-08-02T00:00:00Z,8,2022,2,1,32,21.5,NA,NA
STN,513,38.05946,-121.864,2022-08-16T00:00:00Z,8,2022,2,1,76,22.3,NA,NA
STN,519,38.07231,-121.95969,2022-06-08T00:00:00Z,6,2022,1,0,68,19.8,NA,NA
STN,519,38.07231,-121.95969,2022-06-22T00:00:00Z,6,2022,1,0,69,22.1,NA,NA
STN,519,38.07231,-121.95969,2022-07-06T00:00:00Z,7,2022,1,0,77,21,NA,NA
STN,519,38.07231,-121.95969,2022-07-20T00:00:00Z,7,2022,1,0,29,21.3,NA,NA
STN,519,38.07231,-121.95969,2022-08-03T00:00:00Z,8,2022,2,1,37,21.3,NA,NA
STN,519,38.07231,-121.95969,2022-08-19T00:00:00Z,8,2022,1,0,48,22.8,NA,NA
STN,520,38.03281,-121.86931,2022-06-08T00:00:00Z,6,2022,1,0,63,20.5,NA,NA
STN,520,38.03281,-121.86931,2022-06-22T00:00:00Z,6,2022,1,0,85,22.7,NA,NA
STN,520,38.03281,-121.86931,2022-07-07T00:00:00Z,7,2022,2,1,111,21.1,NA,NA
STN,520,38.03281,-121.86931,2022-07-20T00:00:00Z,7,2022,2,1,61,21.8,NA,NA
STN,520,38.03281,-121.86931,2022-08-02T00:00:00Z,8,2022,2,1,54,20.7,NA,NA
STN,520,38.03281,-121.86931,2022-08-16T00:00:00Z,8,2022,2,1,67,22.9,NA,NA
STN,602,38.114,-122.04619,2022-06-06T00:00:00Z,6,2022,1,0,26,21.2,NA,NA
STN,602,38.114,-122.04619,2022-06-20T00:00:00Z,6,2022,1,0,53,20.3,NA,NA
STN,602,38.114,-122.04619,2022-07-05T00:00:00Z,7,2022,1,0,46,22,NA,NA
STN,602,38.114,-122.04619,2022-07-18T00:00:00Z,7,2022,1,0,27,21.8,NA,NA
STN,602,38.114,-122.04619,2022-08-02T00:00:00Z,8,2022,1,0,47,22.6,NA,NA
STN,602,38.114,-122.04619,2022-08-19T00:00:00Z,8,2022,1,0,37,21.8,NA,NA
STN,606,38.16776,-122.02201,2022-06-06T00:00:00Z,6,2022,1,0,29,20.6,NA,NA
STN,606,38.16776,-122.02201,2022-06-20T00:00:00Z,6,2022,1,0,26,21.6,NA,NA
STN,606,38.16776,-122.02201,2022-07-05T00:00:00Z,7,2022,1,0,34,21.1,NA,NA
STN,606,38.16776,-122.02201,2022-07-18T00:00:00Z,7,2022,1,0,21,22.8,NA,NA
STN,606,38.16776,-122.02201,2022-08-02T00:00:00Z,8,2022,1,0,31,21.6,NA,NA
STN,606,38.16776,-122.02201,2022-08-19T00:00:00Z,8,2022,1,0,45,22.2,NA,NA
STN,609,38.16719,-121.938,2022-06-06T00:00:00Z,6,2022,1,0,41,19.7,NA,NA
STN,609,38.16719,-121.938,2022-06-20T00:00:00Z,6,2022,1,0,44,20.5,NA,NA
STN,609,38.16719,-121.938,2022-07-05T00:00:00Z,7,2022,1,0,52,20,NA,NA
STN,609,38.16719,-121.938,2022-07-18T00:00:00Z,7,2022,1,0,32,22.2,NA,NA
STN,609,38.16719,-121.938,2022-08-02T00:00:00Z,8,2022,1,0,40,20.5,NA,NA
STN,609,38.16719,-121.938,2022-08-19T00:00:00Z,8,2022,1,0,42,22.3,NA,NA
STN,610,38.11881,-121.88919,2022-06-06T00:00:00Z,6,2022,1,0,55,19.8,NA,NA
STN,610,38.11881,-121.88919,2022-06-20T00:00:00Z,6,2022,1,0,64,19.8,NA,NA
STN,610,38.11881,-121.88919,2022-07-05T00:00:00Z,7,2022,1,0,57,20.1,NA,NA
STN,610,38.11881,-121.88919,2022-07-18T00:00:00Z,7,2022,1,0,42,21.6,NA,NA
STN,610,38.11881,-121.88919,2022-08-02T00:00:00Z,8,2022,1,0,54,20.4,NA,NA
STN,610,38.11881,-121.88919,2022-08-19T00:00:00Z,8,2022,1,0,71,21,NA,NA
STN,704,38.06776,-121.77501,2022-06-08T00:00:00Z,6,2022,1,0,28,20,NA,NA
STN,704,38.06776,-121.77501,2022-06-21T00:00:00Z,6,2022,1,0,78,23.6,NA,NA
STN,704,38.06776,-121.77501,2022-07-07T00:00:00Z,7,2022,2,1,65,21.4,NA,NA
STN,704,38.06776,-121.77501,2022-07-20T00:00:00Z,7,2022,1,0,38,22.5,NA,NA
STN,704,38.06776,-121.77501,2022-08-04T00:00:00Z,8,2022,1,0,54,21.5,NA,NA
STN,704,38.06776,-121.77501,2022-08-17T00:00:00Z,8,2022,1,0,45,22.3,NA,NA
STN,706,38.09006,-121.739,2022-06-07T00:00:00Z,6,2022,1,0,53,21,NA,NA
STN,706,38.09006,-121.739,2022-06-21T00:00:00Z,6,2022,2,1,69,22.6,NA,NA
STN,706,38.09006,-121.739,2022-07-07T00:00:00Z,7,2022,1,0,35,22.1,NA,NA
STN,706,38.09006,-121.739,2022-07-19T00:00:00Z,7,2022,1,0,28,23.5,NA,NA
STN,706,38.09006,-121.739,2022-08-03T00:00:00Z,8,2022,1,0,18,21.1,NA,NA
STN,706,38.09006,-121.739,2022-08-17T00:00:00Z,8,2022,1,0,38,22,NA,NA
STN,707,38.11226,-121.70601,2022-06-07T00:00:00Z,6,2022,1,0,60,21.3,NA,NA
STN,707,38.11226,-121.70601,2022-06-21T00:00:00Z,6,2022,1,0,34,22.5,NA,NA
STN,707,38.11226,-121.70601,2022-07-07T00:00:00Z,7,2022,1,0,110,21.3,NA,NA
STN,707,38.11226,-121.70601,2022-07-19T00:00:00Z,7,2022,1,0,40,23.8,NA,NA
STN,707,38.11226,-121.70601,2022-08-03T00:00:00Z,8,2022,1,0,35,21.8,NA,NA
STN,707,38.11226,-121.70601,2022-08-17T00:00:00Z,8,2022,2,1,66,22.9,NA,NA
STN,711,38.17336,-121.669,2022-06-07T00:00:00Z,6,2022,1,0,210,21.7,NA,NA
STN,711,38.17336,-121.669,2022-06-22T00:00:00Z,6,2022,1,0,186,22.9,NA,NA
STN,711,38.17336,-121.669,2022-07-07T00:00:00Z,7,2022,1,0,33,21.2,NA,NA
STN,711,38.17336,-121.669,2022-07-20T00:00:00Z,7,2022,1,0,400,22.9,NA,NA
STN,711,38.17336,-121.669,2022-08-03T00:00:00Z,8,2022,4,1,146,22.7,NA,NA
STN,711,38.17336,-121.669,2022-08-17T00:00:00Z,8,2022,2,1,197,23.9,NA,NA
STN,713,38.20712,-121.66008,2022-06-08T00:00:00Z,6,2022,1,0,97,20.7,NA,NA
STN,713,38.20712,-121.66008,2022-06-22T00:00:00Z,6,2022,1,0,133,22.9,NA,NA
STN,713,38.20712,-121.66008,2022-07-07T00:00:00Z,7,2022,1,0,103,21.1,NA,NA
STN,713,38.20712,-121.66008,2022-07-21T00:00:00Z,7,2022,1,0,163,23.1,NA,NA
STN,713,38.20712,-121.66008,2022-08-03T00:00:00Z,8,2022,2,1,121,23.2,NA,NA
STN,713,38.20712,-121.66008,2022-08-17T00:00:00Z,8,2022,2,1,170,23.9,NA,NA
STN,716,38.23787,-121.68438,2022-06-08T00:00:00Z,6,2022,1,0,65,20.5,NA,NA
STN,716,38.23787,-121.68438,2022-06-22T00:00:00Z,6,2022,1,0,168,23,NA,NA
STN,716,38.23787,-121.68438,2022-07-07T00:00:00Z,7,2022,1,0,87,21.1,NA,NA
STN,716,38.23787,-121.68438,2022-07-21T00:00:00Z,7,2022,1,0,128,22.3,NA,NA
STN,716,38.23787,-121.68438,2022-08-03T00:00:00Z,8,2022,2,1,101,23,NA,NA
STN,716,38.23787,-121.68438,2022-08-17T00:00:00Z,8,2022,1,0,175,24,NA,NA
STN,719,38.33428,-121.64733,2022-06-09T00:00:00Z,6,2022,1,0,17,22.1,NA,NA
STN,719,38.33428,-121.64733,2022-06-23T00:00:00Z,6,2022,1,0,14,23,NA,NA
STN,719,38.33428,-121.64733,2022-07-08T00:00:00Z,7,2022,1,0,29,22.4,NA,NA
STN,719,38.33428,-121.64733,2022-07-21T00:00:00Z,7,2022,1,0,30,22.6,NA,NA
STN,719,38.33428,-121.64733,2022-08-04T00:00:00Z,8,2022,1,0,46,22.8,NA,NA
STN,719,38.33428,-121.64733,2022-08-18T00:00:00Z,8,2022,1,0,47,23.6,NA,NA
STN,723,38.23615,-121.67348,2022-06-08T00:00:00Z,6,2022,1,0,83,20.9,NA,NA
STN,723,38.23615,-121.67348,2022-06-22T00:00:00Z,6,2022,1,0,124,23.6,NA,NA
STN,723,38.23615,-121.67348,2022-07-07T00:00:00Z,7,2022,1,0,105,21.3,NA,NA
STN,723,38.23615,-121.67348,2022-07-21T00:00:00Z,7,2022,1,0,26,22.7,NA,NA
STN,723,38.23615,-121.67348,2022-08-03T00:00:00Z,8,2022,1,0,110,23.7,NA,NA
STN,723,38.23615,-121.67348,2022-08-17T00:00:00Z,8,2022,1,0,164,24.6,NA,NA
STN,795,38.5377,-121.58468,2022-06-09T00:00:00Z,6,2022,1,0,47,22,NA,NA
STN,795,38.5377,-121.58468,2022-06-23T00:00:00Z,6,2022,1,0,40,23.3,NA,NA
STN,795,38.5377,-121.58468,2022-07-08T00:00:00Z,7,2022,1,0,47,23.4,NA,NA
STN,795,38.5377,-121.58468,2022-07-20T00:00:00Z,7,2022,1,0,66,24,NA,NA
STN,795,38.5377,-121.58468,2022-08-04T00:00:00Z,8,2022,1,0,73,24.3,NA,NA
STN,795,38.5377,-121.58468,2022-08-18T00:00:00Z,8,2022,1,0,54,23.9,NA,NA
STN,796,38.47387,-121.5844,2022-06-09T00:00:00Z,6,2022,1,0,34,21.9,NA,NA
STN,796,38.47387,-121.5844,2022-06-23T00:00:00Z,6,2022,1,0,48,23.1,NA,NA
STN,796,38.47387,-121.5844,2022-07-08T00:00:00Z,7,2022,1,0,44,22.4,NA,NA
STN,796,38.47387,-121.5844,2022-07-20T00:00:00Z,7,2022,1,0,23,23.6,NA,NA
STN,796,38.47387,-121.5844,2022-08-04T00:00:00Z,8,2022,1,0,29,23.3,NA,NA
STN,796,38.47387,-121.5844,2022-08-18T00:00:00Z,8,2022,1,0,42,23.1,NA,NA
STN,797,38.40462,-121.6156,2022-06-09T00:00:00Z,6,2022,1,0,12,22.9,NA,NA
STN,797,38.40462,-121.6156,2022-06-23T00:00:00Z,6,2022,1,0,17,22.8,NA,NA
STN,797,38.40462,-121.6156,2022-07-08T00:00:00Z,7,2022,1,0,22,21.5,NA,NA
STN,797,38.40462,-121.6156,2022-07-20T00:00:00Z,7,2022,1,0,21,22.9,NA,NA
STN,797,38.40462,-121.6156,2022-08-04T00:00:00Z,8,2022,1,0,18,22.5,NA,NA
STN,797,38.40462,-121.6156,2022-08-18T00:00:00Z,8,2022,1,0,32,23.2,NA,NA
STN,801,38.05561,-121.847,2022-06-08T00:00:00Z,6,2022,1,0,80,20.2,NA,NA
STN,801,38.05561,-121.847,2022-06-22T00:00:00Z,6,2022,1,0,76,22.1,NA,NA
STN,801,38.05561,-121.847,2022-07-07T00:00:00Z,7,2022,2,1,94,20.9,NA,NA
STN,801,38.05561,-121.847,2022-07-20T00:00:00Z,7,2022,1,0,62,22.2,NA,NA
STN,801,38.05561,-121.847,2022-08-03T00:00:00Z,8,2022,2,1,65,22.2,NA,NA
STN,801,38.05561,-121.847,2022-08-16T00:00:00Z,8,2022,2,1,62,22.5,NA,NA
STN,804,38.02056,-121.794,2022-06-08T00:00:00Z,6,2022,1,0,60,20.3,NA,NA
STN,804,38.02056,-121.794,2022-06-21T00:00:00Z,6,2022,1,0,100,23.6,NA,NA
STN,804,38.02056,-121.794,2022-07-07T00:00:00Z,7,2022,2,1,66,21.8,NA,NA
STN,804,38.02056,-121.794,2022-07-19T00:00:00Z,7,2022,2,1,45,24.2,NA,NA
STN,804,38.02056,-121.794,2022-08-02T00:00:00Z,8,2022,3,1,64,21.3,NA,NA
STN,804,38.02056,-121.794,2022-08-16T00:00:00Z,8,2022,2,1,62,23.9,NA,NA
STN,809,38.05396,-121.686,2022-06-06T00:00:00Z,6,2022,1,0,85,19.9,NA,NA
STN,809,38.05396,-121.686,2022-06-20T00:00:00Z,6,2022,1,0,72,21.2,NA,NA
STN,809,38.05396,-121.686,2022-07-05T00:00:00Z,7,2022,3,1,111,22.3,NA,NA
STN,809,38.05396,-121.686,2022-07-18T00:00:00Z,7,2022,2,1,79,23,NA,NA
STN,809,38.05396,-121.686,2022-08-02T00:00:00Z,8,2022,3,1,50,23.6,NA,NA
STN,809,38.05396,-121.686,2022-08-16T00:00:00Z,8,2022,2,1,96,22.8,NA,NA
STN,812,38.08866,-121.64051,2022-06-06T00:00:00Z,6,2022,1,0,71,20.1,NA,NA
STN,812,38.08866,-121.64051,2022-06-21T00:00:00Z,6,2022,1,0,98,21.9,NA,NA
STN,812,38.08866,-121.64051,2022-07-06T00:00:00Z,7,2022,2,1,84,22.7,NA,NA
STN,812,38.08866,-121.64051,2022-07-19T00:00:00Z,7,2022,3,1,80,24.4,NA,NA
STN,812,38.08866,-121.64051,2022-08-02T00:00:00Z,8,2022,3,1,52,24.3,NA,NA
STN,812,38.08866,-121.64051,2022-08-16T00:00:00Z,8,2022,2,1,100,22.9,NA,NA
STN,815,38.08,-121.56981,2022-06-07T00:00:00Z,6,2022,1,0,26,20.7,NA,NA
STN,815,38.08,-121.56981,2022-06-21T00:00:00Z,6,2022,1,0,133,21.8,NA,NA
STN,815,38.08,-121.56981,2022-07-06T00:00:00Z,7,2022,3,1,133,23.3,NA,NA
STN,815,38.08,-121.56981,2022-07-19T00:00:00Z,7,2022,3,1,104,24.7,NA,NA
STN,815,38.08,-121.56981,2022-08-01T00:00:00Z,8,2022,2,1,147,23.7,NA,NA
STN,815,38.08,-121.56981,2022-08-16T00:00:00Z,8,2022,1,0,122,23.2,NA,NA
STN,902,38.02616,-121.58301,2022-06-06T00:00:00Z,6,2022,1,0,115,20.5,NA,NA
STN,902,38.02616,-121.58301,2022-06-20T00:00:00Z,6,2022,2,1,88,21.5,NA,NA
STN,902,38.02616,-121.58301,2022-07-05T00:00:00Z,7,2022,2,1,107,23,NA,NA
STN,902,38.02616,-121.58301,2022-07-18T00:00:00Z,7,2022,2,1,67,24.6,NA,NA
STN,902,38.02616,-121.58301,2022-08-01T00:00:00Z,8,2022,2,1,106,23.7,NA,NA
STN,902,38.02616,-121.58301,2022-08-15T00:00:00Z,8,2022,2,1,110,23.4,NA,NA
STN,906,38.05396,-121.51101,2022-06-07T00:00:00Z,6,2022,1,0,146,21,NA,NA
STN,906,38.05396,-121.51101,2022-06-21T00:00:00Z,6,2022,2,1,158,22.1,NA,NA
STN,906,38.05396,-121.51101,2022-07-06T00:00:00Z,7,2022,3,1,188,24.3,NA,NA
STN,906,38.05396,-121.51101,2022-07-19T00:00:00Z,7,2022,2,1,158,25.1,NA,NA
STN,906,38.05396,-121.51101,2022-08-01T00:00:00Z,8,2022,2,1,130,23.2,NA,NA
STN,906,38.05396,-121.51101,2022-08-15T00:00:00Z,8,2022,2,1,182,25.6,NA,NA
STN,910,37.99836,-121.444,2022-06-06T00:00:00Z,6,2022,1,0,91,21.5,NA,NA
STN,910,37.99836,-121.444,2022-06-20T00:00:00Z,6,2022,3,1,166,24.2,NA,NA
STN,910,37.99836,-121.444,2022-07-06T00:00:00Z,7,2022,4,1,182,24.2,NA,NA
STN,910,37.99836,-121.444,2022-07-18T00:00:00Z,7,2022,2,1,108,27.7,NA,NA
STN,910,37.99836,-121.444,2022-08-01T00:00:00Z,8,2022,2,1,100,24,NA,NA
STN,910,37.99836,-121.444,2022-08-15T00:00:00Z,8,2022,2,1,177,26.1,NA,NA
STN,912,37.96226,-121.364,2022-06-06T00:00:00Z,6,2022,2,1,193,22.5,NA,NA
STN,912,37.96226,-121.364,2022-06-20T00:00:00Z,6,2022,3,1,128,25.2,NA,NA
STN,912,37.96226,-121.364,2022-07-06T00:00:00Z,7,2022,3,1,120,23.9,NA,NA
STN,912,37.96226,-121.364,2022-07-18T00:00:00Z,7,2022,3,1,104,28.6,NA,NA
STN,912,37.96226,-121.364,2022-08-01T00:00:00Z,8,2022,3,1,215,25.5,NA,NA
STN,912,37.96226,-121.364,2022-08-15T00:00:00Z,8,2022,2,1,193,27.3,NA,NA
STN,914,37.9715,-121.52,2022-06-06T00:00:00Z,6,2022,2,1,260,22.6,NA,NA
STN,914,37.9715,-121.52,2022-06-20T00:00:00Z,6,2022,2,1,125,23.1,NA,NA
STN,914,37.9715,-121.52,2022-07-06T00:00:00Z,7,2022,3,1,194,24.5,NA,NA
STN,914,37.9715,-121.52,2022-07-18T00:00:00Z,7,2022,3,1,220,26.9,NA,NA
STN,914,37.9715,-121.52,2022-08-01T00:00:00Z,8,2022,1,0,160,24.6,NA,NA
STN,914,37.9715,-121.52,2022-08-15T00:00:00Z,8,2022,2,1,170,24.9,NA,NA
STN,915,37.94056,-121.559,2022-06-06T00:00:00Z,6,2022,2,1,188,22.9,NA,NA
STN,915,37.94056,-121.559,2022-06-20T00:00:00Z,6,2022,2,1,72,22.6,NA,NA
STN,915,37.94056,-121.559,2022-07-05T00:00:00Z,7,2022,3,1,153,24.1,NA,NA
STN,915,37.94056,-121.559,2022-07-18T00:00:00Z,7,2022,2,1,114,25.3,NA,NA
STN,915,37.94056,-121.559,2022-08-01T00:00:00Z,8,2022,1,0,116,24.4,NA,NA
STN,915,37.94056,-121.559,2022-08-15T00:00:00Z,8,2022,2,1,137,23.5,NA,NA
STN,918,37.85931,-121.56881,2022-06-06T00:00:00Z,6,2022,2,1,175,23.6,NA,NA
STN,918,37.85931,-121.56881,2022-06-20T00:00:00Z,6,2022,2,1,92,22.9,NA,NA
STN,918,37.85931,-121.56881,2022-07-06T00:00:00Z,7,2022,3,1,138,24.8,NA,NA
STN,918,37.85931,-121.56881,2022-07-18T00:00:00Z,7,2022,3,1,90,26.8,NA,NA
STN,918,37.85931,-121.56881,2022-08-01T00:00:00Z,8,2022,2,1,97,25.3,NA,NA
STN,918,37.85931,-121.56881,2022-08-15T00:00:00Z,8,2022,2,1,112,24.3,NA,NA
STN,919,38.10481,-121.492,2022-06-07T00:00:00Z,6,2022,1,0,110,21.2,NA,NA
STN,919,38.10481,-121.492,2022-06-21T00:00:00Z,6,2022,2,1,142,22.3,NA,NA
STN,919,38.10481,-121.492,2022-07-06T00:00:00Z,7,2022,1,0,130,22,NA,NA
STN,919,38.10481,-121.492,2022-07-19T00:00:00Z,7,2022,1,0,147,24.9,NA,NA
STN,919,38.10481,-121.492,2022-08-01T00:00:00Z,8,2022,1,0,215,23,NA,NA
STN,919,38.10481,-121.492,2022-08-16T00:00:00Z,8,2022,1,0,262,23.8,NA,NA
EMP,C10A,37.67934,-121.2647,2022-01-05T00:00:00Z,1,2022,1,0,NA,NA,NA,NA
EMP,C10A,37.67934,-121.2647,2022-02-07T00:00:00Z,2,2022,1,0,NA,NA,NA,NA
EMP,C10A,37.67934,-121.2647,2022-03-09T00:00:00Z,3,2022,1,0,NA,NA,NA,NA
EMP,C10A,37.67934,-121.2647,2022-04-06T00:00:00Z,4,2022,1,0,NA,NA,NA,NA
EMP,C10A,37.67934,-121.2647,2022-05-19T00:00:00Z,5,2022,1,0,NA,NA,NA,NA
EMP,C10A,37.67934,-121.2647,2022-06-20T00:00:00Z,6,2022,1,0,NA,NA,NA,NA
EMP,C10A,37.67934,-121.2647,2022-07-18T00:00:00Z,7,2022,1,0,NA,NA,NA,NA
EMP,C10A,37.67934,-121.2647,2022-08-15T00:00:00Z,8,2022,1,0,NA,NA,NA,NA
EMP,C10A,37.67934,-121.2647,2022-09-13T00:00:00Z,9,2022,1,0,NA,NA,NA,NA
EMP,C9,37.83095,-121.554,2022-01-05T00:00:00Z,1,2022,1,0,NA,NA,NA,NA
EMP,C9,37.83095,-121.554,2022-02-07T00:00:00Z,2,2022,1,0,NA,NA,NA,NA
EMP,C9,37.83095,-121.554,2022-03-09T00:00:00Z,3,2022,1,0,NA,NA,NA,NA
EMP,C9,37.83095,-121.554,2022-04-06T00:00:00Z,4,2022,1,0,NA,NA,NA,NA
EMP,C9,37.83095,-121.554,2022-05-19T00:00:00Z,5,2022,2,1,NA,NA,NA,NA
EMP,C9,37.83095,-121.554,2022-06-20T00:00:00Z,6,2022,2,1,NA,NA,NA,NA
EMP,C9,37.83095,-121.554,2022-07-18T00:00:00Z,7,2022,3,1,NA,NA,NA,NA
EMP,C9,37.83095,-121.554,2022-08-15T00:00:00Z,8,2022,2,1,NA,NA,NA,NA
EMP,C9,37.83095,-121.554,2022-09-13T00:00:00Z,9,2022,1,0,NA,NA,NA,NA
EMP,D10,38.04631,-121.9183,2022-01-11T00:00:00Z,1,2022,1,0,NA,NA,NA,NA
EMP,D10,38.04631,-121.9183,2022-02-11T00:00:00Z,2,2022,1,0,NA,NA,NA,NA
EMP,D10,38.04631,-121.9183,2022-03-15T00:00:00Z,3,2022,1,0,NA,NA,NA,NA
EMP,D10,38.04631,-121.9183,2022-04-26T00:00:00Z,4,2022,1,0,NA,NA,NA,NA
EMP,D10,38.04631,-121.9183,2022-05-25T00:00:00Z,5,2022,1,0,NA,NA,NA,NA
EMP,D10,38.04631,-121.9183,2022-06-24T00:00:00Z,6,2022,1,0,NA,NA,NA,NA
EMP,D10,38.04631,-121.9183,2022-07-22T00:00:00Z,7,2022,2,1,NA,NA,NA,NA
EMP,D10,38.04631,-121.9183,2022-09-19T00:00:00Z,9,2022,2,1,NA,NA,NA,NA
EMP,D12,38.02161,-121.8063,2022-01-06T00:00:00Z,1,2022,1,0,NA,NA,NA,NA
EMP,D12,38.02161,-121.8063,2022-02-08T00:00:00Z,2,2022,1,0,NA,NA,NA,NA
EMP,D12,38.02161,-121.8063,2022-03-10T00:00:00Z,3,2022,1,0,NA,NA,NA,NA
EMP,D12,38.02161,-121.8063,2022-04-21T00:00:00Z,4,2022,1,0,NA,NA,NA,NA
EMP,D12,38.02161,-121.8063,2022-05-20T00:00:00Z,5,2022,1,0,NA,NA,NA,NA
EMP,D12,38.02161,-121.8063,2022-06-21T00:00:00Z,6,2022,2,1,NA,NA,NA,NA
EMP,D12,38.02161,-121.8063,2022-07-19T00:00:00Z,7,2022,3,1,NA,NA,NA,NA
EMP,D12,38.02161,-121.8063,2022-08-16T00:00:00Z,8,2022,3,1,NA,NA,NA,NA
EMP,D12,38.02161,-121.8063,2022-09-14T00:00:00Z,9,2022,2,1,NA,NA,NA,NA
