BGC_ID,Field ID,NWIS site number,lattitude (decimal degrees),longitude (decimal degrees),Sample start date,Sample start time (PST),field MC rating
BGC006589,TOL,11455485,38.0778083,-121.767286,5/17/2022,15:41,1
BGC006655,NMR,3.80837E+14,38.14366944,-121.5595389,5/18/2022,8:21,1
BGC006656,NFM,11336685,38.2233333,-121.5072222,5/18/2022,8:57,1
BGC006657,SMS,3.80831E+14,38.1419611,-121.5036889,5/18/2022,10:00,1
BGC006658,SYC,3.80831E+14,38.142,-121.47,5/18/2022,10:17,1
BGC006659,LPS,11336790,38.09638889,-121.496111,5/18/2022,11:11,1
BGC006660,LPS,11336790,38.09638889,-121.496111,5/18/2022,11:12,1
BGC006661,MRH,11312685,38.00305556,-121.5108333,5/18/2022,11:55,1
BGC006662,MDM,11312676,37.9427017,-121.5341175,5/18/2022,12:22,1
BGC006663,MRB,11312674,37.89159208,-121.4899492,5/18/2022,13:15,1
BGC006664,ORCC,11313250,37.82437145,-121.5524492,5/18/2022,13:39,1
BGC006665,ORI,11313325,37.914369,-121.5655064,5/18/2022,14:07,1
BGC006666,OLD,11313405,37.96992306,-121.572174,5/18/2022,14:30,1
BGC006667,ORF,3.803E+14,38.05,-121.58,5/18/2022,15:00,1
BGC006669,WGC,3.8133E+14,38.22488056,-121.556725,5/19/2022,8:32,1
BGC006670,WGC,3.8133E+14,38.22488056,-121.556725,5/19/2022,8:33,1
BGC006671,JPT,11337190,38.0521424,-121.6888428,4/21/2022,9:18,1
BGC006672,WGA,11447890,38.25769218,-121.5182865,5/19/2022,9:23,1
BGC006673,HOOD,3.82205E+14,38.3679666,-121.5213432,5/19/2022,9:57,1
BGC006674,JPT,11337190,38.0521424,-121.6888428,5/19/2022,10:15,1
BGC006675,FPT,11447650,38.45601954,-121.5013437,5/19/2022,10:34,1
BGC006676,TOL,11455485,38.0778083,-121.767286,5/11/2022,8:20,1
BGC006677,TOL,11455485,38.0778083,-121.767286,5/19/2022,12:45,1
BGC006743,ISLETON BRIDGE,3.81038E+14,38.17715,-121.5902306,5/19/2022,8:13,1
BGC006744,MILLER PARK,3.8334E+14,38.5610611,-121.518461,5/19/2022,11:21,1
BGC006748,MAL,3.81142E+14,38.19489444,-122.0328139,5/23/2022,13:30,1
BGC006750,MDM,11312676,37.9427017,-121.5341175,5/24/2022,8:45,1
BGC006751,MDM,11312676,37.9427017,-121.5341175,5/4/2022,9:25,1
BGC006752,MDM,11312676,37.9427017,-121.5341175,5/4/2022,9:26,1
BGC006753,LPS,11336790,38.09638889,-121.496111,5/24/2022,11:15,1
BGC006754,SIE,3.80924E+14,38.15665,-121.5051889,5/24/2022,10:30,1
BGC006755,SIE,3.80924E+14,38.15665,-121.5051889,5/24/2022,10:31,1
BGC006756,SLM,3.74027E+14,37.6742,-122.2178,5/25/2022,7:05,1
BGC006757,SFAIR,3.73924E+14,37.65663889,-122.3163,5/25/2022,7:23,1
BGC006758,SB9,3.7392E+14,37.6556,-122.2645,5/25/2022,7:34,1
BGC006759,SB7,3.73847E+14,37.6463,-122.1639,5/25/2022,7:49,1
BGC006760,SHL,3.73751E+14,37.63078889,-122.2432,5/25/2022,8:02,1
BGC006761,SHL,3.73751E+14,37.63078889,-122.2432,5/25/2022,8:03,1
BGC006762,SB1,3.7364E+14,37.61111944,-122.2838,5/25/2022,8:16,1
BGC006763,HRS,3.73739E+14,37.627625,-122.1585639,5/25/2022,8:37,1
BGC006764,HAY,3.73642E+14,37.61173889,-122.2012,5/25/2022,8:49,1
BGC006765,SM,11162765,37.58437876,-122.2508005,5/25/2022,9:03,1
BGC006766,ELS,3.7354E+14,37.59437867,-122.1630206,5/25/2022,9:17,1
BGC006767,BIS,3.73336E+14,37.55988889,-122.2069056,5/25/2022,9:29,1
BGC006768,SB10,3.73401E+14,37.56696944,-122.156,5/25/2022,9:41,1
BGC006769,GRC,3.73158E+14,37.53271389,-122.1742306,5/25/2022,9:56,1
BGC006770,SB8,3.73203E+14,37.5343,-122.1359,5/25/2022,10:06,1
BGC006771,SB6,3.73015E+14,37.5041043,-122.1205192,5/25/2022,10:16,1
BGC006775,SLM,3.74027E+14,37.6742,-122.2178,5/25/2022,7:06,1
BGC006776,SB7,3.73847E+14,37.6463,-122.1639,5/25/2022,7:50,1
BGC006777,SHL,3.73751E+14,37.63078889,-122.2432,5/25/2022,8:04,1
BGC006778,HAY,3.73642E+14,37.61173889,-122.2012,5/25/2022,8:50,1
BGC006779,SM,11162765,37.58437876,-122.2508005,5/25/2022,9:04,1
BGC006780,ELS,3.7354E+14,37.59437867,-122.1630206,5/25/2022,9:18,1
BGC006781,SB6,3.73015E+14,37.5041043,-122.1205192,5/25/2022,10:17,1
BGC006850,LIB,11455315,38.2430111,-121.684286,5/31/2022,10:30,1
BGC006851,TOE,11455140,38.34916667,-121.6447222,5/31/2022,12:30,1
BGC006853,TOL,11455485,38.0778083,-121.767286,5/19/2022,12:35,1
BGC006854,FPT,11447650,38.45601954,-121.5013437,6/1/2022,9:15,1
BGC006855,TOL,11455485,38.0778083,-121.767286,6/1/2022,9:30,1
BGC006856,JPT,11337190,38.0521424,-121.6888428,5/19/2022,8:55,1
BGC006857,JPT,11337190,38.0521424,-121.6888428,6/1/2022,11:45,1
BGC006858,WGA,11447890,38.25769218,-121.5182865,6/1/2022,13:15,1
BGC006888,DWS62,11455142,38.34166667,-121.6438889,6/7/2022,10:00,1
BGC006889,DWS62,11455142,38.34166667,-121.6438889,6/7/2022,10:01,1
BGC006890,DWS72,11455095,38.47686944,-121.5836417,6/7/2022,11:45,1
BGC006891,CCH41,11455385,38.19395556,-121.6580028,6/7/2022,13:15,1
BGC006899,FT15,3.80216E+14,38.03777778,-121.6175,6/7/2022,10:36,1
BGC006900,FT14,3.80227E+14,38.0408333,-121.6119444,6/7/2022,10:46,1
BGC006905,FT23,3.80159E+14,38.03305556,-121.6008333,6/7/2022,11:27,1
BGC006916,TRN,11311300,37.9925,-121.4538889,6/7/2022,13:50,1
BGC006917,NMR,3.80837E+14,38.14366944,-121.5595389,6/7/2022,14:33,1
BGC006918,GOX,3.80904E+14,38.1511111,-121.5933333,6/7/2022,15:02,1
BGC006919,RL WEIR,3.74955E+14,37.83200556,-122.5259389,6/14/2022,7:30,1
BGC006920,TOL,11455485,38.0778083,-121.767286,6/14/2022,8:15,1
BGC006921,RL WEST BOTTOM,3.74949E+14,37.8303,-122.53355,6/14/2022,9:30,1
BGC006922,RL EAST BOTTOM,3.74953E+14,37.83126667,-122.5279333,6/14/2022,10:30,1
BGC006923,JPT,11337190,38.0521424,-121.6888428,6/14/2022,10:45,1
BGC006924,JPT,11337190,38.0521424,-121.6888428,6/14/2022,10:46,1
BGC006926,TOL,11455485,38.0778083,-121.767286,6/1/2022,8:24,1
BGC006927,JPT,11337190,38.0521424,-121.6888428,6/1/2022,11:15,1
BGC006928,LIB,11455315,38.2430111,-121.684286,6/15/2022,9:30,1
BGC006929,LIB,11455315,38.2430111,-121.684286,6/15/2022,9:31,1
BGC006931,CCH41,11455385,38.19395556,-121.6580028,6/15/2022,12:30,1
BGC006932,CCH41,11455385,38.19395556,-121.6580028,6/15/2022,12:31,1
BGC006941,SHL,3.73751E+14,37.63078889,-122.2432,6/15/2022,9:45,1
BGC006943,HAY,3.73642E+14,37.61173889,-122.2012,6/15/2022,12:15,1
BGC006945,SM,11162765,37.58437876,-122.2508005,6/15/2022,14:30,1
BGC006947,SLM,3.74027E+14,37.6742,-122.2178,6/15/2022,15:45,1
BGC006959,TOL,11455485,38.0778083,-121.767286,6/21/2022,10:45,1
BGC006962,FT02,3.80315E+14,38.05416667,-121.5980556,6/21/2022,11:40,1
BGC006964,NMR,3.80837E+14,38.14366944,-121.5595389,6/21/2022,12:00,1
BGC006968,FT14,3.80227E+14,38.0408333,-121.6119444,6/21/2022,12:22,1
BGC006970,GOX,3.80904E+14,38.1511111,-121.5933333,6/21/2022,12:40,1
BGC006978,SIE,3.80924E+14,38.15665,-121.5051889,6/22/2022,9:15,1
BGC006979,CFL,11455508,38.04953056,-121.88755,6/22/2022,12:15,1
BGC006980,GRZ,3.80631E+14,38.10853056,-122.0559806,6/23/2022,10:30,1
BGC006981,MAL,3.81142E+14,38.19489444,-122.0328139,6/23/2022,12:30,1
BGC006983,LIB,11455315,38.2430111,-121.684286,6/28/2022,9:15,1
BGC006984,TOE,11455140,38.34916667,-121.6447222,6/28/2022,11:45,1
BGC006987,JPT,11337190,38.0521424,-121.6888428,6/29/2022,8:45,1
BGC006988,TOL,11455485,38.0778083,-121.767286,6/29/2022,7:45,1
BGC006991,JPT,11337190,38.0521424,-121.6888428,6/14/2022,9:38,1
BGC006992,TOL,11455485,38.0778083,-121.767286,6/14/2022,7:53,1
BGC007000,DWS62,11455142,38.34166667,-121.6438889,7/6/2022,10:15,1
BGC007001,DWS72,11455095,38.47686944,-121.5836417,7/6/2022,12:00,1
BGC007002,SLM,3.74027E+14,37.6742,-122.2178,7/7/2022,7:46,1
BGC007003,SLM,3.74027E+14,37.6742,-122.2178,7/7/2022,7:47,1
BGC007004,SLM,3.74027E+14,37.6742,-122.2178,7/7/2022,7:48,1
BGC007006,SB9,3.7392E+14,37.6556,-122.2645,7/7/2022,8:30,1
BGC007007,SB7,3.73847E+14,37.6463,-122.1639,7/7/2022,8:54,1
BGC007008,SB7,3.73847E+14,37.6463,-122.1639,7/7/2022,8:55,1
BGC007009,SB7,3.73847E+14,37.6463,-122.1639,7/7/2022,8:56,1
BGC007010,SHL,3.73751E+14,37.63078889,-122.2432,7/7/2022,9:20,1
BGC007011,SB1,3.7364E+14,37.61111944,-122.2838,7/7/2022,9:43,1
BGC007012,SB1,3.7364E+14,37.61111944,-122.2838,7/7/2022,9:44,1
BGC007013,HRS,3.73739E+14,37.627625,-122.1585639,7/7/2022,10:02,1
BGC007014,HAY,3.73642E+14,37.61173889,-122.2012,7/7/2022,10:13,1
BGC007015,SM,11162765,37.58437876,-122.2508005,7/7/2022,10:27,1
BGC007016,ELS,3.7354E+14,37.59437867,-122.1630206,7/7/2022,10:49,1
BGC007017,BIS,3.73336E+14,37.55988889,-122.2069056,7/7/2022,11:25,1
BGC007018,SB10,3.73401E+14,37.56696944,-122.156,7/7/2022,11:40,1
BGC007019,SB10,3.73401E+14,37.56696944,-122.156,7/7/2022,11:41,1
BGC007020,SB10,3.73401E+14,37.56696944,-122.156,7/7/2022,11:42,1
BGC007021,GRC,3.73158E+14,37.53271389,-122.1742306,7/7/2022,12:08,1
BGC007022,SB8,3.73203E+14,37.5343,-122.1359,7/7/2022,12:17,1
BGC007023,SB6,3.73015E+14,37.5041043,-122.1205192,7/7/2022,12:36,1
BGC007024,BAY,3.74856E+14,37.81548345,-122.3519149,7/7/2022,15:25,1
BGC007083,EMY,3.75015E+14,37.836316,-122.3155255,7/8/2022,8:52,1
BGC007173,RL WEST BOTTOM,3.74949E+14,37.8303,-122.53355,7/12/2022,10:45,1
BGC007174,RL EAST BOTTOM,3.74953E+14,37.83126667,-122.5279333,7/12/2022,11:00,1
BGC007175,TOL,11455485,38.0778083,-121.767286,7/12/2022,14:15,1
BGC007182,TOL,11455485,38.0778083,-121.767286,6/29/2022,7:35,1
BGC007183,HAY,3.73642E+14,37.61173889,-122.2012,7/13/2022,9:15,1
BGC007184,SHL,3.73751E+14,37.63078889,-122.2432,7/13/2022,12:00,1
BGC007185,SIE,3.80924E+14,38.15665,-121.5051889,7/13/2022,13:00,1
BGC007186,SM,11162765,37.58437876,-122.2508005,7/13/2022,14:00,1
BGC007187,SLM,3.74027E+14,37.6742,-122.2178,7/13/2022,15:00,1
BGC007188,HAY,3.73642E+14,37.61173889,-122.2012,7/13/2022,9:16,1
BGC007189,SHL,3.73751E+14,37.63078889,-122.2432,7/13/2022,12:01,1
BGC007190,SM,11162765,37.58437876,-122.2508005,7/13/2022,14:01,1
BGC007191,SLM,3.74027E+14,37.6742,-122.2178,7/13/2022,15:01,1
BGC007213,TWI,3.80548E+14,38.09661389,-121.6512444,7/14/2022,12:45,1
BGC007217,LS1,3.8154E+14,38.26105,-121.748,7/18/2022,9:02,1
BGC007218,SSB,11455276,38.3078583,-121.6924278,7/18/2022,9:41,1
BGC007219,SIS,3.80711E+14,38.1198,-121.5428972,7/18/2022,9:45,1
BGC007220,SS,3.8201E+14,38.33616667,-121.672925,7/18/2022,10:03,1
BGC007221,MS2,3.81552E+14,38.26436667,-121.645675,7/18/2022,10:56,1
BGC007222,MS1,3.81721E+14,38.28918889,-121.6148,7/18/2022,11:15,1
BGC007223,SIE,3.80924E+14,38.15665,-121.5051889,7/18/2022,11:30,1
BGC007224,SSS,11447850,38.2847222,-121.5866667,7/18/2022,11:38,1
BGC007225,SS1,3.81956E+14,38.33215556,-121.5829306,7/18/2022,12:10,1
BGC007226,SXS,3.81129E+14,38.19153889,-121.63905,7/18/2022,12:52,1
BGC007227,SXS,3.81129E+14,38.19153889,-121.63905,7/18/2022,12:53,1
BGC007228,SOI,3.81031E+14,38.1754222,-121.6564333,7/18/2022,13:11,1
BGC007229,TWI,3.80548E+14,38.09661389,-121.6512444,7/18/2022,13:30,1
BGC007231,GAM,3.80749E+14,38.13028056,-121.5797,7/18/2022,15:04,1
BGC007232,NMR,3.80837E+14,38.14366944,-121.5595389,7/19/2022,8:37,1
BGC007233,NFM,11336685,38.2233333,-121.5072222,7/19/2022,9:05,1
BGC007236,LPS,11336790,38.09638889,-121.496111,7/19/2022,11:47,1
BGC007237,LPS,11336790,38.09638889,-121.496111,7/19/2022,11:48,1
BGC007259,SFEI27,3.73706E+14,37.6182671,-122.2927466,7/20/2022,8:40,1
BGC007260,SFEI27,3.73706E+14,37.6182671,-122.2927466,7/20/2022,8:41,1
BGC007265,FPT,11447650,38.45601954,-121.5013437,7/21/2022,10:37,1
BGC007266,HOOD,3.82205E+14,38.3679666,-121.5213432,7/21/2022,10:05,1
BGC007267,WGA,11447890,38.25769218,-121.5182865,7/21/2022,9:18,1
BGC007268,WGA,11447890,38.25769218,-121.5182865,7/21/2022,9:17,1
BGC007269,WGC,3.8133E+14,38.22488056,-121.556725,7/21/2022,8:42,1
BGC007438,MAL,3.81142E+14,38.19489444,-122.0328139,7/26/2022,12:15,1
BGC007439,MAL,3.81142E+14,38.19489444,-122.0328139,7/26/2022,12:16,1
BGC007465,GOX,3.80904E+14,38.1511111,-121.5933333,7/27/2022,9:10,1
BGC007468,NMR,3.80837E+14,38.14366944,-121.5595389,7/27/2022,9:40,1
BGC007488,TOE,11455140,38.34916667,-121.6447222,7/28/2022,12:45,1
BGC007489,LIB,11455315,38.2430111,-121.684286,7/28/2022,10:00,1
BGC007490,LIB,11455315,38.2430111,-121.684286,6/28/2022,8:15,1
BGC007491,DWS62,11455142,38.34166667,-121.6438889,8/2/2022,9:45,1
BGC007492,DWS72,11455095,38.47686944,-121.5836417,8/2/2022,12:15,1
BGC007494,FPT,11447650,38.45601954,-121.5013437,8/3/2022,9:15,1
BGC007495,FPT,11447650,38.45601954,-121.5013437,8/3/2022,9:16,1
BGC007496,WGA,11447890,38.25769218,-121.5182865,8/3/2022,12:00,1
BGC007498,RL WEST TOP,3.74949E+14,37.8303,-122.53355,8/3/2022,9:55,1
BGC007499,RL WEST BOTTOM,3.74949E+14,37.8303,-122.53355,8/3/2022,10:10,1
BGC007500,RL EAST TOP,3.74953E+14,37.83126667,-122.5279333,8/3/2022,11:00,1
